,flight_number,scheduled_departure,actual_departure,departure_gate,scheduled_arrival,actual_arrival,arrival_gate
2567,UA-6273-YYC-SFO,2011-12-19 07:45:00,2011-12-19 09:28:00,-,2011-12-19 09:53:00,2011-12-19 11:09:00,70
2568,UA-2314-ATL-PHL,2011-12-19 14:55:00,2011-12-19 14:55:00,D23,2011-12-19 17:00:00,2011-12-19 17:02:00,C26
2569,UA-382-IAD-LAX,2011-12-19 12:20:00,2011-12-19 13:01:00,D5,2011-12-19 15:08:00,2011-12-19 15:24:00,72
2570,UA-382-IAD-LAX,2011-12-19 12:20:00,2011-12-19 13:01:00,D5,2011-12-19 15:08:00,2011-12-19 15:19:00,72
2571,UA-858-PVG-SFO,2011-12-19 13:45:00,2011-12-19 13:38:00,79,2011-12-19 08:27:00,2011-12-19 07:55:00,94
2572,UA-854-SFO-IAH,2011-12-19 07:35:00,2011-12-19 07:31:00,100,2011-12-19 13:30:00,2011-12-19 13:34:00,C16
2573,CO-1586-IAH-MCO,2011-12-19 19:01:00,2011-12-19 19:24:00,-,2011-12-19 22:13:00,2011-12-19 22:39:00,-
2574,CO-1694-LAX-IAH,2011-12-19 19:41:00,2011-12-19 19:41:00,-,2011-12-19 00:44:00,2011-12-19 00:44:00,-
2575,CO-1088-CLE-IAH,2011-12-19 08:35:00,2011-12-19 08:39:00,-,2011-12-19 10:55:00,2011-12-19 10:30:00,-
2576,CO-16-LAX-EWR,2011-12-19 10:25:00,2011-12-19 10:21:00,-,2011-12-19 18:39:00,2011-12-19 19:09:00,-
2577,CO-58-DEN-IAH,2011-12-19 11:30:00,2011-12-19 11:40:00,-,2011-12-19 14:56:00,2011-12-19 15:11:00,-
2578,CO-1193-EWR-MCO,2011-12-19 09:15:00,2011-12-19 09:56:00,-,2011-12-19 12:16:00,2011-12-19 12:30:00,-
2579,CO-1023-IAH-DEN,2011-12-19 11:40:00,2011-12-19 11:49:00,-,2011-12-19 13:20:00,2011-12-19 13:14:00,-
2580,CO-1250-MIA-IAH,2011-12-19 14:50:00,2011-12-19 15:08:00,-,2011-12-19 16:48:00,2011-12-19 17:19:00,-
2581,CO-62-IAH-EWR,2011-12-19 14:30:00,2011-12-19 14:50:00,-,2011-12-19 19:03:00,2011-12-19 19:10:00,-
2582,CO-52-IAH-LAX,2011-12-19 07:35:00,2011-12-19 07:45:00,-,2011-12-19 09:30:00,2011-12-19 09:15:00,-
2583,CO-1614-LAX-IAH,2011-12-19 00:30:00,2011-12-19 01:02:00,-,2011-12-19 05:36:00,2011-12-19 06:09:00,-
2584,CO-89-IAH-EWR,2011-12-19 06:00:00,2011-12-19 05:58:00,-,2011-12-19 10:20:00,2011-12-19 10:13:00,-
2585,CO-1090-BOS-IAH,2011-12-19 09:50:00,2011-12-19 09:50:00,-,2011-12-19 13:20:00,2011-12-19 13:13:00,-
2586,CO-45-EWR-MIA,2011-12-19 15:50:00,2011-12-19 15:48:00,-,2011-12-19 19:05:00,2011-12-19 18:34:00,-
2587,CO-63-EWR-IAH,2011-12-19 17:25:00,2011-12-19 17:25:00,-,2011-12-19 20:30:00,2011-12-19 20:35:00,-
2588,CO-50-CLE-EWR,2011-12-19 14:55:00,2011-12-19 15:45:00,-,2011-12-19 16:53:00,2011-12-19 17:25:00,-
2589,CO-1561-PHX-IAH,2011-12-19 08:05:00,2011-12-19 08:01:00,-,2011-12-19 11:37:00,2011-12-19 11:33:00,-
2590,CO-47-IAH-LAX,2011-12-19 19:10:00,2011-12-19 19:54:00,-,2011-12-19 21:06:00,2011-12-19 21:18:00,-
2591,AA-1221-MCO-ORD,2011-12-09 20:00:00,2011-12-09 20:03:00,15,2011-12-09 21:50:00,2011-12-09 21:31:00,H11B
2592,AA-4307-ORD-DTW,2011-12-09 18:45:00,2011-12-09 18:42:00,G1A,2011-12-09 21:10:00,2011-12-09 20:58:00,D28
2593,AA-616-DFW-DTW,2011-12-09 09:05:00,2011-12-09 09:04:00,C24,2011-12-09 12:35:00,2011-12-09 12:25:00,D32
2594,AA-431-MIA-SFO,2011-12-09 08:35:00,2011-12-09 08:28:00,D16,2011-12-09 11:50:00,2011-12-09 11:22:00,57
2595,AA-3756-ORD-SLC,2011-12-09 12:15:00,2011-12-09 13:44:00,G19,2011-12-09 14:45:00,2011-12-09 15:48:00,A1
2596,AA-2050-ORD-MIA,2011-12-09 10:40:00,2011-12-09 10:41:00,K15,2011-12-09 14:45:00,2011-12-09 14:46:00,D1
2597,AA-3804-PHL-ORD,2011-12-09 14:35:00,2011-12-09 14:29:00,A7,2011-12-09 16:05:00,2011-12-09 15:48:00,H5
2598,AA-1664-MIA-ATL,2011-12-09 10:15:00,2011-12-09 10:16:00,D45,2011-12-09 12:10:00,2011-12-09 12:10:00,T11
2599,AA-789-ORD-DEN,2011-12-09 13:05:00,2011-12-09 13:02:00,H12,2011-12-09 14:35:00,2011-12-09 14:44:00,A49
2600,AA-1733-ORD-PHX,2011-12-09 19:45:00,2011-12-09 19:40:00,K12,2011-12-09 22:30:00,2011-12-09 00:00:00,6
2601,AA-1733-ORD-PHX,2011-12-09 19:45:00,2011-12-09 19:40:00,K12,2011-12-09 22:30:00,2011-12-09 00:00:00,6
2602,AA-4277-CVG-JFK,2011-12-09 12:10:00,2011-12-09 12:02:00,3,2011-12-09 14:15:00,2011-12-09 14:06:00,31C
2603,AA-2312-DFW-DTW,2011-12-09 20:25:00,2011-12-09 00:00:00,C27,2011-12-09 23:50:00,2011-12-09 00:00:00,D32
2604,AA-85-JFK-SFO,2011-12-09 15:05:00,2011-12-09 15:13:00,2,2011-12-09 18:30:00,2011-12-09 18:25:00,58B
2605,AA-404-MIA-MCO,2011-12-09 06:45:00,2011-12-09 07:10:00,E5,2011-12-09 07:45:00,2011-12-09 08:07:00,14
2606,AA-446-DFW-PHL,2011-12-09 11:50:00,2011-12-09 11:56:00,D21,2011-12-09 15:50:00,2011-12-09 15:43:00,A9
2607,AA-2268-PHX-ORD,2011-12-09 07:15:00,2011-12-09 07:47:00,6,2011-12-09 11:35:00,2011-12-09 11:52:00,H11A
2608,AA-4344-ORD-DTW,2011-12-09 11:45:00,2011-12-09 11:56:00,G1B,2011-12-09 14:00:00,2011-12-09 14:19:00,D28
2609,AA-484-DFW-MIA,2011-12-09 16:15:00,2011-12-09 16:29:00,D17,2011-12-09 19:55:00,2011-12-09 20:08:00,D51
2610,AA-3979-CVG-ORD,2011-12-09 07:30:00,2011-12-09 07:24:00,1,2011-12-09 08:00:00,2011-12-09 07:45:00,G14
2611,AA-3063-SLC-LAX,2011-12-09 20:20:00,2011-12-09 20:16:00,A3,2011-12-09 21:20:00,2011-12-09 00:00:00,44F
2612,AA-3859-IAH-ORD,2011-12-09 07:10:00,2011-12-09 07:08:00,A25,2011-12-09 09:40:00,2011-12-09 09:12:00,G8
2613,AA-3842-MSP-ORD,2011-12-09 06:00:00,2011-12-09 06:00:00,E14,2011-12-09 07:30:00,2011-12-09 07:36:00,H5
2614,AA-1544-SAN-ORD,2011-12-09 11:25:00,2011-12-09 11:19:00,27,2011-12-09 17:25:00,2011-12-09 17:12:00,H6
2615,AA-649-ORD-SNA,2011-12-09 13:30:00,2011-12-09 00:00:00,K15,2011-12-09 15:50:00,2011-12-09 00:00:00,7
2616,AA-1640-MIA-MCO,2011-12-09 18:30:00,2011-12-09 00:00:00,D33,2011-12-09 19:25:00,2011-12-09 00:00:00,14
2617,AA-518-MIA-JFK,2011-12-09 06:30:00,2011-12-09 06:39:00,D22,2011-12-09 09:15:00,2011-12-09 09:14:00,8
2618,AA-2525-DFW-MIA,2011-12-09 07:25:00,2011-12-09 07:25:00,D36,2011-12-09 11:10:00,2011-12-09 10:56:00,D3
2619,AA-1279-DFW-PHX,2011-12-09 13:00:00,2011-12-09 13:00:00,A22,2011-12-09 14:35:00,2011-12-09 14:32:00,4
2620,AA-1522-SFO-ORD,2011-12-09 23:55:00,2011-12-09 00:00:00,56A,2011-12-10 05:50:00,2011-12-10 00:00:00,H9
2621,AA-1434-DFW-MCO,2011-12-09 07:15:00,2011-12-09 07:06:00,C19,2011-12-09 10:35:00,2011-12-09 10:27:00,17
2622,AA-59-JFK-SFO,,2011-12-09 00:00:00,40,,2011-12-09 00:00:00,58B
2623,AA-415-BOS-ORD,2011-12-09 08:35:00,2011-12-09 08:30:00,B31,2011-12-09 10:40:00,2011-12-09 10:34:00,K5
2624,AA-222-LAX-BOS,2011-12-09 07:10:00,2011-12-09 07:10:00,41,2011-12-09 15:30:00,2011-12-09 15:17:00,B28
2625,AA-3823-LAX-DEN,2011-12-09 21:00:00,2011-12-09 00:00:00,44E,2011-12-10 00:15:00,2011-12-10 00:00:00,A49
2626,AA-1165-JFK-MIA,2011-12-09 06:59:00,2011-12-09 06:55:00,40,2011-12-09 10:34:00,2011-12-09 10:22:00,D24
2627,AA-3786-IAH-ORD,2011-12-09 16:00:00,2011-12-09 16:27:00,A29,2011-12-09 18:40:00,2011-12-09 18:44:00,H2
2628,AA-4330-CVG-ORD,2011-12-09 15:35:00,2011-12-09 15:29:00,5,2011-12-09 16:00:00,2011-12-09 15:33:00,G12
2629,AA-3468-CVG-MIA,2011-12-09 07:00:00,2011-12-09 07:01:00,3,2011-12-09 09:55:00,2011-12-09 10:03:00,D60
2630,AA-204-LAX-MCO,2011-12-09 23:25:00,2011-12-09 00:00:00,43,2011-12-10 06:55:00,2011-12-10 00:00:00,TBA
2631,AA-466-IAH-MIA,2011-12-09 06:00:00,2011-12-09 06:05:00,A27,2011-12-09 09:20:00,2011-12-09 09:16:00,D45
2632,AA-3-JFK-LAX,2011-12-09 12:00:00,2011-12-09 11:50:00,40,2011-12-09 15:15:00,2011-12-09 14:53:00,47B
2633,AA-1007-MIA-PHX,2011-12-09 16:55:00,2011-12-09 16:51:00,D47,2011-12-09 20:05:00,2011-12-09 19:45:00,6
2634,AA-271-MIA-LAX,2011-12-09 11:35:00,2011-12-09 11:37:00,D30,2011-12-09 14:25:00,2011-12-09 14:29:00,46B
2635,AA-643-MIA-ORD,2011-12-09 07:10:00,2011-12-09 07:11:00,D3,2011-12-09 09:35:00,2011-12-09 09:20:00,K15
2636,AA-4198-ORD-CLE,2011-12-09 10:40:00,2011-12-09 10:59:00,G4,2011-12-09 12:55:00,2011-12-09 13:04:00,A1
2637,AA-400-DFW-JFK,2011-12-09 10:40:00,2011-12-09 12:11:00,C28,2011-12-09 14:59:00,2011-12-09 16:12:00,45
2638,AA-1886-BOS-MIA,2011-12-09 10:45:00,2011-12-09 10:42:00,B35,2011-12-09 14:20:00,2011-12-09 14:16:00,D15
2639,AA-1917-JFK-MCO,2011-12-09 14:55:00,2011-12-09 15:21:00,10,2011-12-09 17:55:00,2011-12-09 18:26:00,16
2640,AA-3809-PHX-LAX,2011-12-09 06:00:00,2011-12-09 05:51:00,2,2011-12-09 06:40:00,2011-12-09 06:20:00,44E
2641,AA-2957-DFW-CVG,2011-12-09 07:55:00,2011-12-09 07:52:00,B10A,2011-12-09 11:05:00,2011-12-09 10:52:00,1
2642,UA-1500-IAH-GUA,2011-12-09 08:55:00,2011-12-09 09:02:00,E15,2011-12-09 11:45:00,2011-12-09 11:49:00,15
2643,UA-3515-IAD-MSP,2011-12-09 08:15:00,2011-12-09 08:13:00,D8,2011-12-09 10:06:00,2011-12-09 10:04:00,E6
2644,UA-664-ORD-PHL,2011-12-09 13:33:00,2011-12-09 13:41:00,C11,2011-12-09 16:31:00,2011-12-09 17:10:00,D9
2645,UA-414-LAX-SFO,2011-12-09 06:00:00,2011-12-09 05:55:00,70A,2011-12-09 07:23:00,2011-12-09 07:09:00,87
2646,UA-257-JFK-SFO,2011-12-09 14:30:00,2011-12-09 14:26:00,8,2011-12-09 18:15:00,2011-12-09 18:38:00,81
2647,UA-62-IAH-EWR,2011-12-09 14:30:00,2011-12-09 15:01:00,C-37,2011-12-09 19:03:00,2011-12-09 19:13:00,C80
2648,UA-843-LAX-ORD,2011-12-09 13:55:00,2011-12-09 13:57:00,70B,2011-12-09 19:53:00,2011-12-09 19:58:00,C19
2649,UA-248-PHX-ORD,2011-12-09 12:57:00,2011-12-09 12:57:00,3,2011-12-09 17:15:00,2011-12-09 17:21:00,B5
2650,UA-248-PHX-ORD,2011-12-09 12:57:00,2011-12-09 12:57:00,3,2011-12-09 17:15:00,2011-12-09 17:28:00,B5
2651,UA-397-JFK-SFO,2011-12-09 08:00:00,2011-12-09 07:57:00,12,2011-12-09 11:55:00,2011-12-09 11:10:00,85
2652,UA-2704-DTW-PHX,2011-12-09 11:15:00,2011-12-09 11:15:00,D14,2011-12-09 13:40:00,2011-12-09 13:43:00,A6
2653,UA-2515-DFW-CLT,2011-12-09 07:05:00,2011-12-09 07:12:00,E35,2011-12-09 10:31:00,2011-12-09 10:31:00,C12
2654,UA-3373-IAD-PHL,2011-12-09 08:29:00,2011-12-09 09:07:00,A3C,2011-12-09 09:24:00,2011-12-09 10:34:00,D7
2655,UA-2906-PHL-MCO,2011-12-09 15:50:00,2011-12-09 15:50:00,B9,2011-12-09 18:23:00,2011-12-09 18:28:00,58
2656,UA-938-DEN-ORD,2011-12-09 16:16:00,2011-12-09 16:22:00,B36,2011-12-09 19:35:00,2011-12-09 19:45:00,C26
2657,UA-3099-PHX-PHL,2011-12-09 11:55:00,2011-12-09 11:55:00,B13,2011-12-09 18:17:00,2011-12-09 18:08:00,A13
2658,UA-3925-IAD-ORF,2011-12-09 08:42:00,2011-12-09 08:39:00,A2G,2011-12-09 09:55:00,2011-12-09 09:37:00,-
2659,UA-5487-SFO-MRY,2011-12-09 10:39:00,2011-12-09 10:36:00,87A,2011-12-09 11:19:00,2011-12-09 11:26:00,-
2660,UA-3050-PHX-CLT,2011-12-09 11:05:00,2011-12-09 11:05:00,B28,2011-12-09 16:57:00,2011-12-09 16:43:00,B5
2661,UA-828-SFO-ORD,2011-12-09 23:08:00,2011-12-09 23:08:00,74,2011-12-10 05:11:00,2011-12-10 05:11:00,B8
2662,UA-2830-MCO-CLT,2011-12-09 15:27:00,2011-12-09 15:27:00,58,2011-12-09 17:05:00,2011-12-09 17:15:00,B12
2663,UA-37-EWR-MCO,2011-12-09 13:29:00,2011-12-09 13:47:00,C136,2011-12-09 16:17:00,2011-12-09 16:30:00,39
2664,UA-37-EDI-EWR,2011-12-09 09:05:00,2011-12-09 09:20:00,-,2011-12-09 11:53:00,2011-12-09 12:37:00,C136
2665,UA-2708-EWR-CLT,2011-12-09 14:55:00,2011-12-09 14:55:00,A38,2011-12-09 16:53:00,2011-12-09 16:41:00,B14
2666,UA-233-LAX-JFK,2011-12-09 16:25:00,2011-12-09 16:25:00,77,2011-12-10 00:29:00,2011-12-10 00:29:00,4
2667,UA-2726-FLL-PHL,2011-12-09 16:00:00,2011-12-09 16:00:00,E3,2011-12-09 18:46:00,2011-12-09 18:23:00,B3
2668,UA-2945-PHL-CLT,2011-12-09 00:00:00,2011-12-09 06:11:00,B9,2011-12-09 13:45:00,2011-12-09 13:29:00,C8
2669,UA-6273-YYC-SFO,2011-12-09 07:35:00,2011-12-09 07:32:00,-,2011-12-09 09:43:00,2011-12-09 09:14:00,76B
2670,UA-2314-ATL-PHL,2011-12-09 14:55:00,2011-12-09 15:12:00,D23,2011-12-09 17:00:00,2011-12-09 17:16:00,C27
2671,UA-382-IAD-LAX,2011-12-09 12:30:00,2011-12-09 14:11:00,C11,2011-12-09 15:19:00,2011-12-09 16:38:00,75B
2672,UA-382-IAD-LAX,2011-12-09 12:30:00,2011-12-09 14:11:00,C11,2011-12-09 15:19:00,2011-12-09 16:38:00,77
2673,UA-858-PVG-SFO,2011-12-09 13:45:00,2011-12-09 13:45:00,75,2011-12-09 08:27:00,2011-12-09 09:59:00,96
2674,UA-854-SFO-IAH,2011-12-09 07:53:00,2011-12-09 07:52:00,96,2011-12-09 13:39:00,2011-12-09 13:26:00,C16
2675,CO-16-LAX-EWR,2011-12-09 10:25:00,2011-12-09 11:48:00,-,2011-12-09 18:44:00,2011-12-09 20:11:00,-
2676,CO-1193-EWR-MCO,2011-12-09 09:15:00,2011-12-09 09:15:00,-,2011-12-09 12:18:00,2011-12-09 12:16:00,-
2677,CO-1614-LAX-IAH,2011-12-09 00:30:00,2011-12-09 00:36:00,-,2011-12-09 05:35:00,2011-12-09 05:17:00,-
2678,CO-45-EWR-MIA,2011-12-09 16:00:00,2011-12-09 16:03:00,-,2011-12-09 19:05:00,2011-12-09 19:13:00,-
2679,CO-63-EWR-IAH,2011-12-09 17:25:00,2011-12-09 17:52:00,-,2011-12-09 20:22:00,2011-12-09 21:15:00,-
2680,CO-50-CLE-EWR,2011-12-09 14:55:00,2011-12-09 14:48:00,-,2011-12-09 16:49:00,2011-12-09 17:02:00,-
2681,CO-1561-PHX-IAH,2011-12-09 08:05:00,2011-12-09 08:05:00,-,2011-12-09 11:35:00,2011-12-09 11:19:00,-
2682,CO-47-IAH-LAX,2011-12-09 19:10:00,2011-12-09 19:11:00,-,2011-12-09 20:56:00,2011-12-09 20:54:00,-
2683,CO-1586-IAH-MCO,2011-12-09 19:00:00,2011-12-09 19:04:00,-,2011-12-09 22:15:00,2011-12-09 22:14:00,-
2684,CO-1694-LAX-IAH,2011-12-09 19:15:00,2011-12-09 19:15:00,-,2011-12-09 00:21:00,2011-12-09 00:21:00,-
2685,CO-4888-IAH-DAL,2011-12-09 17:30:00,2011-12-09 17:30:00,-,2011-12-09 18:40:00,2011-12-09 18:40:00,-
2686,CO-1088-CLE-IAH,2011-12-09 08:40:00,2011-12-09 08:48:00,-,2011-12-09 10:54:00,2011-12-09 10:58:00,-
2687,CO-58-DEN-IAH,2011-12-09 11:25:00,2011-12-09 11:37:00,-,2011-12-09 14:50:00,2011-12-09 14:50:00,-
2688,CO-1023-IAH-DEN,2011-12-09 11:40:00,2011-12-09 11:45:00,-,2011-12-09 13:17:00,2011-12-09 13:28:00,-
2689,CO-1250-MIA-IAH,2011-12-09 14:53:00,2011-12-09 15:16:00,-,2011-12-09 16:45:00,2011-12-09 16:55:00,-
2690,CO-62-IAH-EWR,2011-12-09 14:30:00,2011-12-09 15:01:00,-,2011-12-09 19:03:00,2011-12-09 19:13:00,-
2691,CO-52-IAH-LAX,2011-12-09 07:35:00,2011-12-09 07:39:00,-,2011-12-09 09:21:00,2011-12-09 09:35:00,-
2692,CO-89-IAH-EWR,2011-12-09 06:00:00,2011-12-09 05:55:00,-,2011-12-09 10:20:00,2011-12-09 10:01:00,-
2693,CO-1090-BOS-IAH,2011-12-09 09:45:00,2011-12-09 09:39:00,-,2011-12-09 13:16:00,2011-12-09 13:07:00,-
2694,AA-1221-MCO-ORD,2011-12-01 20:00:00,2011-12-01 20:23:00,17,2011-12-01 21:45:00,2011-12-01 21:53:00,K7
2695,AA-4307-ORD-DTW,2011-12-01 18:45:00,2011-12-01 18:55:00,G19A,2011-12-01 21:10:00,2011-12-01 20:53:00,D28
2696,AA-616-DFW-DTW,2011-12-01 09:05:00,2011-12-01 10:10:00,D37,2011-12-01 12:35:00,2011-12-01 13:27:00,D32
2697,AA-431-MIA-SFO,2011-12-01 08:35:00,2011-12-01 08:51:00,E9,2011-12-01 11:50:00,2011-12-01 11:44:00,57
2698,AA-3756-ORD-SLC,2011-12-01 12:15:00,2011-12-01 12:41:00,G19,2011-12-01 14:45:00,2011-12-01 14:50:00,A3
2699,AA-2050-ORD-MIA,2011-12-01 10:40:00,2011-12-01 11:05:00,H15,2011-12-01 14:45:00,2011-12-01 14:46:00,D1
2700,AA-3804-PHL-ORD,2011-12-01 14:35:00,2011-12-01 14:44:00,A7,2011-12-01 16:05:00,2011-12-01 15:43:00,H3A
2701,AA-1664-MIA-ATL,2011-12-01 10:15:00,2011-12-01 10:18:00,D1,2011-12-01 12:10:00,2011-12-01 11:56:00,T11
2702,AA-789-ORD-DEN,2011-12-01 13:05:00,2011-12-01 13:19:00,H11A,2011-12-01 14:35:00,2011-12-01 15:13:00,A49
2703,AA-1733-ORD-PHX,2011-12-01 19:45:00,2011-12-01 19:58:00,K5,2011-12-01 22:30:00,,6
2704,AA-1733-ORD-PHX,2011-12-01 19:45:00,2011-12-01 19:58:00,K5,2011-12-01 22:30:00,,6
2705,AA-4277-CVG-JFK,2011-12-01 12:10:00,2011-12-01 12:10:00,1,2011-12-01 14:15:00,2011-12-01 13:43:00,32G
2706,AA-2312-DFW-DTW,2011-12-01 20:25:00,,C39,2011-12-01 23:50:00,,D32
2707,AA-85-JFK-SFO,2011-12-01 15:05:00,2011-12-01 15:36:00,39,2011-12-01 18:30:00,2011-12-01 18:43:00,56A
2708,AA-404-MIA-MCO,2011-12-01 06:45:00,2011-12-01 06:57:00,E5,2011-12-01 07:45:00,2011-12-01 07:40:00,15
2709,AA-446-DFW-PHL,2011-12-01 11:50:00,2011-12-01 12:12:00,D16,2011-12-01 15:50:00,2011-12-01 16:09:00,A9
2710,AA-2268-PHX-ORD,2011-12-01 07:15:00,2011-12-01 07:22:00,6,2011-12-01 11:35:00,2011-12-01 11:06:00,H15
2711,AA-4344-ORD-DTW,2011-12-01 11:45:00,2011-12-01 12:13:00,G5,2011-12-01 14:00:00,2011-12-01 14:10:00,D28
2712,AA-484-DFW-MIA,2011-12-01 16:15:00,2011-12-01 16:29:00,D18,2011-12-01 19:55:00,2011-12-01 19:39:00,D43
2713,AA-3979-CVG-ORD,2011-12-01 07:30:00,2011-12-01 08:04:00,1,2011-12-01 08:00:00,2011-12-01 08:06:00,G10
2714,AA-3063-SLC-LAX,2011-12-01 20:20:00,2011-12-01 20:39:00,A3,2011-12-01 21:20:00,,44I
2715,AA-3859-IAH-ORD,2011-12-01 07:10:00,2011-12-01 07:16:00,A29,2011-12-01 09:40:00,2011-12-01 09:32:00,H5
2716,AA-3842-MSP-ORD,2011-12-01 06:00:00,2011-12-01 06:56:00,E14,2011-12-01 07:30:00,2011-12-01 07:51:00,G8
2717,AA-1544-SAN-ORD,2011-12-01 11:25:00,2011-12-01 11:40:00,27,2011-12-01 17:25:00,2011-12-01 16:56:00,H17
2718,AA-649-ORD-SNA,2011-12-01 13:30:00,,H10,2011-12-01 15:50:00,,7
2719,AA-1640-MIA-MCO,2011-12-01 18:30:00,,E5,2011-12-01 19:25:00,,14
2720,AA-518-MIA-JFK,2011-12-01 06:40:00,2011-12-01 06:54:00,D22,2011-12-01 09:25:00,2011-12-01 09:28:00,6
2721,AA-2525-DFW-MIA,2011-12-01 07:25:00,2011-12-01 07:39:00,C4,2011-12-01 11:10:00,2011-12-01 11:06:00,D1
2722,AA-1279-DFW-PHX,2011-12-01 13:00:00,2011-12-01 14:04:00,C36,2011-12-01 14:35:00,2011-12-01 15:30:00,4
2723,AA-1522-SFO-ORD,2011-12-01 23:55:00,,57,2011-12-02 05:50:00,,H9
2724,AA-1434-DFW-MCO,2011-12-01 07:15:00,2011-12-01 07:21:00,D34,2011-12-01 10:35:00,2011-12-01 10:36:00,14
2725,AA-59-JFK-SFO,2011-12-01 07:10:00,2011-12-01 07:39:00,36,2011-12-01 10:45:00,2011-12-01 11:12:00,58B
2726,AA-415-BOS-ORD,2011-12-01 08:35:00,2011-12-01 08:56:00,B29,2011-12-01 10:40:00,2011-12-01 10:16:00,H12
2727,AA-222-LAX-BOS,2011-12-01 07:10:00,2011-12-01 07:31:00,47A,2011-12-01 15:30:00,2011-12-01 15:14:00,B36
2728,AA-3823-LAX-DEN,2011-12-01 21:00:00,,44F,2011-12-02 00:15:00,,A49
2729,AA-1165-JFK-MIA,2011-12-01 06:59:00,2011-12-01 07:22:00,8,2011-12-01 10:34:00,2011-12-01 10:04:00,D21
2730,AA-3786-IAH-ORD,2011-12-01 16:00:00,2011-12-01 16:12:00,A29,2011-12-01 18:40:00,2011-12-01 18:15:00,G13
2731,AA-4330-CVG-ORD,2011-12-01 15:35:00,2011-12-01 15:36:00,5,2011-12-01 16:00:00,2011-12-01 15:33:00,G1B
2732,AA-3468-CVG-MIA,2011-12-01 07:00:00,2011-12-01 07:25:00,5,2011-12-01 09:55:00,2011-12-01 09:45:00,D60
2733,AA-204-LAX-MCO,2011-12-01 23:25:00,,45,2011-12-02 06:55:00,,TBA
2734,AA-466-IAH-MIA,2011-12-01 06:00:00,2011-12-01 06:08:00,A27,2011-12-01 09:20:00,2011-12-01 09:05:00,D1
2735,AA-3-JFK-LAX,2011-12-01 12:00:00,2011-12-01 12:11:00,44,2011-12-01 15:15:00,2011-12-01 15:16:00,48B
2736,AA-1007-MIA-PHX,2011-12-01 16:55:00,2011-12-01 17:08:00,D5,2011-12-01 20:05:00,2011-12-01 19:55:00,4
2737,AA-271-MIA-LAX,2011-12-01 11:35:00,2011-12-01 11:52:00,D51,2011-12-01 14:25:00,2011-12-01 14:27:00,46A
2738,AA-643-MIA-ORD,2011-12-01 07:10:00,2011-12-01 07:30:00,D3,2011-12-01 09:35:00,2011-12-01 09:31:00,K9
2739,AA-4198-ORD-CLE,2011-12-01 10:40:00,2011-12-01 10:54:00,H2,2011-12-01 12:55:00,2011-12-01 12:50:00,A1
2740,AA-400-DFW-JFK,2011-12-01 10:40:00,2011-12-01 11:01:00,D18,2011-12-01 14:59:00,2011-12-01 15:04:00,33
2741,AA-1886-BOS-MIA,2011-12-01 10:45:00,2011-12-01 10:55:00,B34,2011-12-01 14:20:00,2011-12-01 13:40:00,D45
2742,AA-1917-JFK-MCO,2011-12-01 14:55:00,2011-12-01 15:27:00,40,2011-12-01 17:55:00,2011-12-01 17:43:00,12
2743,AA-3809-PHX-LAX,2011-12-01 06:00:00,2011-12-01 06:10:00,2,2011-12-01 06:40:00,2011-12-01 06:19:00,44F
2744,AA-2957-DFW-CVG,2011-12-01 07:55:00,2011-12-01 08:04:00,B25,2011-12-01 11:05:00,2011-12-01 11:01:00,5
2745,UA-1500-IAH-GUA,2011-12-01 08:55:00,2011-12-01 09:16:00,E16,2011-12-01 11:45:00,2011-12-01 11:56:00,-
2746,UA-3515-IAD-MSP,2011-12-01 08:15:00,2011-12-01 08:12:00,D20,2011-12-01 10:06:00,2011-12-01 09:56:00,E10
2747,UA-664-ORD-PHL,2011-12-01 13:33:00,2011-12-01 13:31:00,C30,2011-12-01 16:31:00,2011-12-01 16:23:00,D9
2748,UA-414-LAX-SFO,2011-12-01 06:00:00,2011-12-01 05:56:00,73,2011-12-01 07:23:00,2011-12-01 07:17:00,85
2749,UA-257-JFK-SFO,2011-12-01 14:30:00,2011-12-01 14:26:00,9,2011-12-01 18:15:00,2011-12-01 17:42:00,80
2750,UA-62-IAH-EWR,2011-12-01 14:30:00,2011-12-01 14:48:00,C-44,2011-12-01 19:03:00,2011-12-01 19:10:00,C94
2751,UA-843-LAX-ORD,2011-12-01 13:55:00,2011-12-01 14:10:00,73,2011-12-01 19:53:00,2011-12-01 19:58:00,C18
2752,UA-248-PHX-ORD,2011-12-01 12:57:00,2011-12-01 12:57:00,3,2011-12-01 17:15:00,2011-12-01 16:59:00,B14
2753,UA-248-PHX-ORD,2011-12-01 12:57:00,2011-12-01 13:32:00,3,2011-12-01 17:15:00,2011-12-01 17:34:00,B14
2754,UA-397-JFK-SFO,2011-12-01 08:00:00,2011-12-01 08:29:00,12,2011-12-01 11:55:00,2011-12-01 11:58:00,83
2755,UA-2704-DTW-PHX,2011-12-01 11:15:00,2011-12-01 11:15:00,D14,2011-12-01 13:40:00,2011-12-01 14:00:00,A6
2756,UA-2515-DFW-CLT,2011-12-01 07:05:00,2011-12-01 07:05:00,E36,2011-12-01 10:31:00,2011-12-01 10:47:00,B10
2757,UA-3373-IAD-PHL,2011-12-01 08:29:00,2011-12-01 08:26:00,A5D,2011-12-01 09:24:00,2011-12-01 09:13:00,D7
